D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16
0.00E+00,3.22E-28,-3.55E-27,-5.92E-26,5.75E-26,5.30E-19,-1.03E-17,-6.61E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-5.83E-29,1.46E-27,3.52E-26,3.75E-26,3.82E-19,-6.52E-18,-4.05E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.86E-28,5.29E-28,-1.18E-26,-1.24E-25,-3.02E-19,3.30E-18,-2.94E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.15E-28,1.72E-27,7.91E-27,4.94E-26,1.55E-18,-3.63E-18,2.97E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.37E-28,-8.03E-27,2.74E-26,-3.21E-26,-6.79E-20,2.00E-17,-1.10E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.92E-28,-1.69E-28,-4.65E-26,-9.01E-26,8.74E-20,-1.38E-17,-5.29E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,8.17E-29,4.80E-28,-2.01E-26,-1.87E-25,3.39E-19,1.83E-17,2.70E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.53E-29,-5.15E-28,3.98E-26,-5.37E-26,1.44E-18,1.02E-17,1.12E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.79E-28,9.87E-28,2.58E-26,-1.31E-25,7.03E-19,-3.89E-18,-3.49E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-9.69E-29,2.05E-28,-1.57E-26,1.47E-26,-3.56E-20,-6.20E-18,2.39E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-5.70E-29,-1.13E-27,5.09E-27,3.57E-26,1.19E-19,-5.93E-18,5.22E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-7.75E-29,3.45E-27,-5.50E-26,-1.13E-25,-1.30E-18,4.07E-18,-5.60E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.60E-28,7.52E-27,-2.89E-26,2.46E-25,-7.15E-19,1.03E-17,-4.41E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.94E-28,-4.24E-27,-7.09E-26,8.65E-26,9.95E-19,-8.43E-18,1.85E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.66E-30,6.95E-29,2.54E-28,5.80E-28,-1.82E-20,1.05E-19,-5.81E-20,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.37E-30,-1.22E-27,-4.00E-26,-1.23E-25,5.16E-19,-5.23E-18,-2.74E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-7.71E-29,-3.64E-27,3.82E-27,-1.20E-25,1.04E-18,-1.52E-18,5.91E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,4.25E-30,6.47E-30,7.16E-28,1.59E-27,-1.39E-20,6.88E-20,5.63E-21,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.38E-28,-2.45E-27,-4.39E-26,4.76E-26,1.45E-18,3.64E-18,-6.98E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.99E-29,-9.10E-28,-3.86E-27,8.50E-29,-1.02E-19,9.47E-20,4.39E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.96E-28,1.32E-27,7.66E-26,6.65E-26,-2.51E-20,-1.71E-17,1.61E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.56E-29,-2.42E-30,6.03E-28,8.95E-27,-1.36E-19,1.19E-18,2.44E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-4.48E-28,-1.83E-27,-1.35E-26,-3.34E-26,-1.00E-18,7.76E-18,1.38E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-9.19E-29,1.19E-27,-1.32E-26,-3.36E-26,2.10E-19,-9.96E-19,2.14E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.34E-28,2.68E-27,-2.62E-26,3.04E-26,1.84E-18,7.11E-18,3.73E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,6.12E-30,5.13E-27,-8.55E-27,-5.95E-26,1.19E-19,1.22E-17,4.37E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-4.07E-29,1.29E-28,3.03E-27,7.27E-26,-4.86E-20,4.72E-18,1.86E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.35E-30,4.41E-27,-2.89E-26,3.57E-26,-7.49E-19,-2.45E-17,-1.13E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.06E-28,-3.00E-27,-3.24E-26,-1.68E-25,6.53E-19,2.21E-17,1.40E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.64E-30,-1.08E-30,-1.06E-27,1.65E-27,-1.42E-20,1.04E-19,-2.86E-21,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.32E-28,-1.27E-27,-2.18E-27,1.11E-25,2.48E-19,2.30E-17,1.40E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.11E-29,-1.73E-27,-4.43E-27,-4.83E-26,1.19E-18,4.15E-18,-2.03E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,9.08E-29,-1.72E-27,-9.95E-27,7.96E-26,-9.45E-19,8.25E-18,1.18E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.23E-28,-1.78E-27,-1.58E-26,5.77E-26,-1.14E-19,5.39E-18,3.44E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.07E-29,-3.60E-27,-1.54E-27,1.06E-25,2.05E-18,5.35E-18,2.85E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-4.11E-29,-2.21E-27,9.71E-27,-1.33E-25,1.13E-19,-1.15E-17,-6.84E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,9.45E-30,-3.44E-28,-5.01E-27,-3.48E-27,1.45E-19,3.66E-19,1.58E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.72E-29,7.82E-28,-3.23E-27,-2.30E-26,9.41E-20,-9.43E-19,1.44E-20,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.52E-29,4.84E-29,4.00E-26,3.61E-26,4.05E-19,-2.68E-18,-3.95E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.23E-28,3.13E-27,-1.98E-26,2.20E-26,-4.51E-19,4.08E-18,2.27E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.43E-28,3.10E-28,-6.18E-26,-1.26E-25,1.08E-18,-8.76E-18,-5.50E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.08E-28,-1.25E-27,2.26E-27,-1.19E-25,8.43E-19,-7.54E-18,-3.26E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,4.83E-29,6.92E-28,-8.08E-27,5.93E-27,7.10E-20,-3.03E-18,7.81E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.32E-28,1.66E-27,-1.22E-26,-2.80E-25,1.05E-18,-1.27E-17,1.25E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.77E-28,-7.70E-29,2.83E-28,1.40E-25,-6.99E-20,1.85E-17,4.56E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,6.26E-28,9.78E-28,-6.03E-27,-1.53E-25,1.54E-19,-2.07E-17,-1.65E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.21E-29,-5.03E-28,-1.87E-27,-4.89E-27,7.12E-20,-1.67E-18,-8.32E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.52E-28,-4.51E-27,-8.65E-27,-1.09E-25,1.91E-18,4.72E-18,9.84E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,5.96E-30,-1.61E-28,1.42E-26,2.10E-26,3.83E-19,-1.14E-18,1.54E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.27E-29,1.73E-27,-1.27E-26,2.22E-26,-3.02E-20,2.90E-18,-4.42E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.76E-28,-1.34E-27,-4.72E-26,4.74E-26,2.92E-19,-1.16E-17,3.08E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.81E-28,4.47E-27,1.95E-26,4.93E-26,-2.41E-18,-5.87E-18,6.46E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.91E-28,6.00E-28,-1.55E-26,6.32E-27,3.56E-19,-2.37E-18,-5.91E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-9.17E-29,8.75E-28,1.20E-26,-6.42E-26,9.64E-20,-5.58E-18,1.68E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.42E-29,8.62E-28,-1.13E-27,-1.47E-26,-5.12E-19,-1.93E-18,-9.71E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.60E-29,-4.57E-28,-1.63E-27,-1.18E-26,-2.95E-20,-2.68E-18,-5.94E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-4.46E-28,-2.30E-27,1.63E-26,5.91E-26,5.15E-19,-6.50E-18,-4.78E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-9.07E-29,8.30E-28,-2.39E-26,2.54E-26,-3.39E-19,-1.33E-17,-2.46E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,7.81E-29,3.94E-28,6.00E-27,2.21E-26,-2.55E-19,-1.17E-17,-6.35E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.97E-28,-7.18E-28,-3.61E-26,5.92E-26,6.04E-19,-5.37E-18,3.49E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,5.61E-29,4.26E-28,2.46E-27,-1.27E-25,-4.08E-19,-2.33E-17,-8.89E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.30E-28,1.16E-27,-2.93E-26,-5.47E-26,8.05E-19,-2.38E-18,-3.56E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,4.12E-29,2.03E-28,-5.00E-27,-1.61E-26,2.40E-19,5.86E-18,2.14E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,6.71E-29,-2.71E-27,6.29E-27,-2.03E-26,-2.15E-19,3.76E-18,4.17E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.25E-28,-5.14E-27,4.05E-26,-9.17E-26,6.94E-19,-1.13E-17,-1.60E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.87E-28,-7.14E-27,-5.58E-27,-1.34E-25,-1.25E-19,7.96E-18,2.08E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.90E-29,8.93E-28,-5.00E-27,1.83E-27,1.91E-19,-8.79E-19,-6.72E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,6.04E-29,-1.39E-27,-2.74E-26,-3.37E-26,-6.15E-19,6.51E-18,-1.00E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.71E-28,1.88E-27,2.77E-26,-2.63E-26,6.21E-19,1.40E-17,-2.73E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.01E-28,-1.68E-27,-2.88E-26,2.35E-26,9.45E-19,2.49E-18,2.45E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,8.08E-30,4.72E-28,1.12E-26,-1.20E-26,-4.71E-21,3.27E-18,-2.24E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.69E-29,5.29E-28,7.45E-27,5.20E-27,1.09E-19,-2.12E-18,1.93E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,6.71E-30,8.58E-29,7.49E-29,-8.71E-27,-3.88E-21,-1.33E-18,2.78E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.27E-28,-5.65E-28,-3.44E-26,-3.77E-26,-7.38E-19,1.63E-18,1.20E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.61E-28,7.85E-28,1.23E-26,8.91E-26,5.25E-19,-2.22E-18,7.49E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.30E-28,1.38E-27,6.34E-26,9.35E-26,-2.23E-18,-5.28E-18,-4.74E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.49E-29,4.70E-28,-7.42E-27,4.03E-28,4.56E-20,-2.71E-18,-1.33E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,9.12E-29,-8.64E-28,-1.20E-26,6.43E-26,-5.45E-20,6.01E-18,-5.16E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,6.03E-29,-8.08E-28,-2.22E-26,1.13E-25,-1.66E-18,-5.33E-18,5.51E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.19E-29,-9.03E-28,-1.79E-27,-1.95E-26,1.83E-19,-2.27E-18,-1.24E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-7.75E-29,1.63E-28,-1.31E-26,1.11E-25,8.98E-19,2.44E-17,-6.01E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.35E-29,-6.48E-28,5.39E-27,9.18E-27,1.75E-19,-5.34E-19,5.27E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,8.12E-29,-1.28E-27,1.32E-26,4.69E-26,6.76E-19,-7.16E-18,3.25E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,4.42E-28,-1.06E-27,-1.60E-26,-1.38E-25,7.36E-19,-4.93E-18,-2.03E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.45E-29,-8.74E-28,-1.13E-26,5.45E-26,4.38E-19,1.58E-18,-1.87E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.39E-28,-6.62E-28,4.51E-27,3.41E-27,3.32E-19,-4.17E-18,-2.22E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-6.86E-29,3.13E-27,-3.87E-26,-1.27E-25,1.58E-18,7.94E-19,-4.35E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.03E-28,3.69E-28,6.02E-27,-1.13E-25,9.82E-19,-7.08E-18,1.30E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.15E-28,2.58E-27,-4.58E-27,-2.49E-26,-3.13E-19,1.91E-18,-1.15E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,4.76E-29,-1.79E-27,1.56E-26,-1.77E-26,-1.19E-18,-4.91E-18,4.40E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,6.11E-29,-5.24E-28,-2.13E-27,9.29E-27,3.00E-20,-2.33E-18,2.18E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-4.95E-30,4.85E-28,-3.80E-26,2.16E-25,7.33E-19,-7.84E-18,6.48E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.72E-28,1.85E-27,-2.66E-26,-2.52E-26,2.21E-19,-9.01E-18,-6.14E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.53E-28,3.21E-27,6.53E-26,-2.72E-25,1.36E-18,-5.37E-18,-9.49E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,4.05E-28,-2.43E-27,-1.43E-26,-7.92E-26,-2.13E-20,1.93E-17,6.20E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-5.56E-29,1.04E-27,-4.55E-27,-3.11E-26,-2.78E-19,4.48E-18,-2.15E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.10E-28,-2.83E-28,-3.71E-26,5.86E-26,-4.60E-20,-1.34E-17,-1.54E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.20E-28,1.48E-27,4.06E-27,-1.05E-25,1.32E-18,-5.59E-18,-3.24E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.75E-29,3.28E-27,8.71E-27,7.68E-26,4.12E-19,2.26E-17,2.62E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.28E-28,2.07E-27,-2.24E-26,1.89E-26,3.59E-21,9.63E-18,3.95E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.43E-28,2.32E-27,4.53E-26,-4.63E-26,-5.17E-20,1.22E-17,-1.81E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.72E-29,1.19E-27,1.71E-27,4.30E-26,4.60E-19,1.37E-17,-3.05E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.94E-28,2.60E-27,4.27E-26,4.98E-26,5.74E-19,-3.50E-18,5.62E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.19E-28,-1.18E-27,8.14E-27,3.98E-26,1.96E-19,-4.00E-18,-6.35E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-9.69E-29,-7.94E-28,-3.29E-26,-2.73E-26,-1.66E-19,8.67E-18,-3.07E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-9.16E-31,-8.26E-30,-3.78E-28,-8.82E-28,1.23E-24,-1.10E-19,2.32E-21,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,9.61E-29,-4.54E-27,-3.91E-26,-1.50E-26,-8.21E-19,4.41E-18,2.15E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.41E-28,5.53E-27,-4.09E-26,5.86E-26,3.40E-19,2.21E-17,-1.77E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.53E-28,-8.77E-29,-8.50E-27,-2.30E-26,-5.29E-19,1.89E-18,1.12E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.19E-28,-6.30E-28,1.52E-26,2.41E-26,-4.28E-20,5.36E-18,-5.92E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.66E-30,6.52E-29,1.78E-27,1.50E-27,4.43E-20,-2.82E-19,-4.16E-20,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-6.38E-28,-2.08E-27,-2.43E-26,-1.68E-25,1.41E-18,-8.67E-18,-6.29E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-5.02E-30,1.83E-28,1.52E-27,1.29E-26,8.33E-20,-2.22E-19,4.16E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,7.63E-29,-2.30E-28,3.13E-26,-1.70E-26,-5.16E-20,1.07E-17,-1.99E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-7.67E-29,5.30E-28,9.19E-27,-1.09E-25,3.05E-19,-1.36E-17,1.04E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,6.05E-29,-1.19E-27,-5.31E-27,-5.07E-27,-2.08E-19,1.41E-19,-1.22E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
